0.00;0.90;0.84;0.01;33
0.00;0.93;0.79;0.01;89
0.00;0.90;0.77;0.01;132
0.00;0.88;0.74;0.03;176
0.00;0.87;0.77;0.01;219
0.00;0.91;0.79;0.00;262
0.00;0.92;0.77;0.01;305
0.00;0.93;0.75;0.03;349
0.00;0.91;0.77;0.12;392
0.00;0.93;0.72;0.03;435
0.00;0.91;0.75;0.01;479
0.00;0.91;0.77;0.00;522
0.00;0.91;0.75;0.02;565
0.00;0.91;0.75;0.02;608
0.00;0.90;0.75;0.01;652
0.00;0.88;0.74;0.02;695
0.00;0.91;0.74;0.01;738
0.00;0.89;0.75;0.03;782
0.00;0.90;0.77;0.03;826
0.00;0.92;0.79;-0.00;869
0.00;0.92;0.74;0.00;913
0.00;0.91;0.72;0.00;958
0.00;0.89;0.75;-0.00;1001
0.00;0.92;0.70;0.03;1045
0.00;0.91;0.72;0.01;1088
0.00;0.92;0.72;0.02;1132
0.00;0.90;0.72;0.05;1175
0.00;0.90;0.77;-0.00;1218
0.00;0.91;0.75;0.01;1262
0.00;0.89;0.75;-0.00;1305
0.00;0.91;0.74;-0.01;1349
0.00;0.90;0.70;-0.01;1392
0.00;0.90;0.69;-0.01;1436
0.00;0.91;0.67;0.01;1479
0.00;0.89;0.72;0.01;1522
0.00;0.91;0.72;0.00;1566
0.00;0.90;0.69;0.01;1609
0.00;0.91;0.70;0.02;1653
0.00;0.90;0.72;0.03;1696
0.00;0.91;0.74;0.01;1740
0.00;0.90;0.74;-0.00;1790
0.00;0.89;0.74;0.02;1836
0.00;0.89;0.74;0.01;1879
0.00;0.90;0.75;0.02;1923
0.00;0.92;0.72;0.01;1966
0.00;0.93;0.72;0.01;2009
0.00;0.89;0.77;0.02;2052
0.00;0.91;0.77;0.00;2096
0.00;0.91;0.79;0.01;2139
0.00;0.92;0.77;0.00;2182
0.00;0.91;0.77;0.02;2227
0.00;0.90;0.77;0.03;2270
0.00;0.91;0.75;0.02;2313
0.00;0.92;0.75;0.01;2357
0.00;0.90;0.79;-0.00;2400
0.00;0.90;0.77;0.02;2444
0.00;0.91;0.77;-0.00;2487
0.00;0.92;0.74;0.03;2530
0.00;0.89;0.75;0.02;2574
0.00;0.90;0.74;0.02;2618
0.00;0.91;0.75;0.02;2664
0.00;0.91;0.77;0.02;2707
0.00;0.92;0.77;0.02;2750
0.00;0.91;0.77;0.02;2794
0.00;0.89;0.79;0.00;2837
0.00;0.87;0.80;0.01;2880
0.00;0.89;0.77;0.01;2924
0.00;0.91;0.70;-0.00;2967
0.00;0.93;0.67;0.01;3011
0.00;0.90;0.67;0.07;3054
0.00;0.88;0.72;0.07;3097
0.00;0.90;0.75;0.01;3141
0.00;0.95;0.74;-0.01;3184
0.00;0.96;0.72;0.01;3228
0.00;0.92;0.72;0.04;3271
0.00;0.91;0.74;0.01;3314
0.00;0.91;0.74;0.00;3358
0.00;0.91;0.70;0.01;3401
0.00;0.90;0.72;-0.01;3445
0.00;0.90;0.72;0.04;3488
0.00;0.90;0.75;0.04;3534
0.00;0.90;0.77;0.05;3577
0.00;0.88;0.75;0.07;3621
0.00;0.90;0.75;0.02;3664
0.00;0.89;0.74;0.05;3708
0.00;0.88;0.75;0.04;3751
0.00;0.93;0.75;0.03;3794
0.00;0.93;0.74;0.05;3838
0.00;0.91;0.75;0.04;3881
0.00;0.90;0.75;0.05;3925
0.00;0.89;0.79;0.04;3968
0.00;0.91;0.79;0.07;4012
0.00;0.89;0.79;0.03;4055
0.00;0.91;0.79;0.05;4099
0.00;0.90;0.80;0.02;4142
0.00;0.90;0.80;0.03;4186
0.00;0.90;0.82;0.03;4229
0.00;0.90;0.82;0.04;4272
0.00;0.91;0.80;0.02;4316
0.00;0.90;0.79;0.03;4362
0.00;0.92;0.79;0.02;4405
0.00;0.91;0.77;0.05;4449
0.00;0.90;0.79;0.07;4492
0.00;0.91;0.79;0.05;4536
0.00;0.90;0.84;0.01;4579
0.00;0.92;0.82;0.02;4624
0.00;0.91;0.82;0.03;4667
0.00;0.89;0.79;0.04;4711
0.00;0.88;0.80;0.06;4754
0.00;0.84;0.79;0.05;4798
0.00;0.89;0.80;-0.00;4841
0.00;0.90;0.79;0.01;4885
0.00;0.86;0.82;0.05;4928
0.00;0.88;0.79;0.04;4972
0.00;0.90;0.77;0.05;5015
0.00;0.87;0.79;0.06;5059
0.00;0.90;0.74;0.03;5102
0.00;0.87;0.74;0.04;5146
0.00;0.83;0.77;0.05;5189
0.00;0.86;0.77;0.04;5235
0.00;0.86;0.77;0.07;5279
0.00;0.87;0.77;0.05;5322
0.00;0.88;0.75;0.06;5366
0.00;0.88;0.77;0.04;5409
0.00;0.86;0.77;0.06;5453
0.00;0.85;0.80;0.05;5497
0.00;0.89;0.75;0.06;5540
0.00;0.88;0.77;0.06;5584
0.00;0.85;0.77;0.03;5627
0.00;0.87;0.74;0.08;5671
0.00;0.84;0.74;0.06;5714
0.00;0.83;0.75;0.07;5758
0.00;0.88;0.74;0.08;5802
0.00;0.83;0.77;0.07;5845
0.00;0.82;0.79;0.07;5889
0.00;0.82;0.77;0.08;5932
0.00;0.85;0.75;0.05;5976
0.00;0.86;0.72;0.06;6020
0.00;0.84;0.77;0.07;6063
0.00;0.85;0.75;0.07;6109
0.00;0.84;0.79;0.01;6153
0.00;0.85;0.72;0.11;6196
0.00;0.85;0.75;0.07;6240
0.00;0.87;1.51;0.13;6284
0.00;0.82;0.65;0.03;6327
0.00;0.81;0.65;0.11;6371
0.00;0.87;0.84;0.00;6416
0.00;0.82;0.70;0.06;6459
0.00;0.85;0.80;-0.03;6503
0.00;0.85;0.70;0.05;6546
0.00;0.85;0.77;0.09;6590
0.00;0.90;0.59;-0.03;6634
0.00;0.82;0.79;0.03;6677
0.00;0.87;0.74;0.02;6721
0.00;0.90;0.75;-0.03;6765
0.00;0.84;0.84;0.00;6808
0.00;0.90;0.72;-0.07;6852
0.00;0.88;0.80;0.03;6896
0.00;0.89;0.84;-0.01;6942
0.00;0.89;0.85;-0.01;6986
0.00;0.88;0.77;0.03;7029
0.00;0.89;0.70;-0.00;7073
0.00;0.89;0.84;0.01;7117
0.00;0.86;0.67;0.02;7160
0.00;0.93;0.72;-0.03;7204
0.00;0.88;0.84;0.02;7248
0.00;0.93;0.75;-0.06;7291
0.00;0.91;0.70;0.00;7341
0.00;0.91;0.90;-0.01;7384
0.00;0.99;0.80;0.05;7427
0.00;0.80;0.46;-0.17;7471
0.00;0.87;0.80;-0.05;7514
0.00;0.93;0.90;-0.01;7557
0.00;0.89;0.85;-0.00;7601
0.00;0.94;0.84;-0.00;7644
0.00;0.86;0.90;-0.06;7687
0.00;0.93;0.87;0.07;7731
0.00;0.90;0.85;0.04;7774
0.00;0.87;0.93;-0.00;7815
0.00;0.91;0.90;0.02;7859
0.00;0.88;0.87;-0.01;7902
0.00;0.93;0.84;0.00;7945
0.00;0.91;0.85;0.01;7989
0.00;0.87;0.82;-0.00;8032
0.00;0.93;0.82;0.01;8075
0.00;0.93;0.84;0.00;8119
0.00;0.90;0.80;0.02;8162
0.00;0.90;0.84;-0.01;8206
0.00;0.90;0.79;0.01;8250
0.00;0.90;0.79;0.01;8293
0.00;0.91;0.85;-0.04;8337
0.00;0.92;0.82;-0.00;8380
0.00;0.93;0.79;0.03;8423
0.00;0.91;0.87;-0.03;8467
0.00;0.90;0.82;0.02;8510
0.00;0.90;0.77;0.04;8554
0.00;0.91;0.85;-0.01;8597
0.00;0.92;0.77;0.06;8643
0.00;0.89;0.79;0.05;8686
0.00;0.89;0.87;-0.01;8730
0.00;0.92;0.80;0.06;8773
0.00;0.88;0.87;-0.01;8816
0.00;0.88;0.87;0.02;8860
0.00;0.92;0.82;0.03;8903
0.00;0.89;0.77;-0.01;8947
0.00;0.91;0.87;0.00;8990
0.00;0.91;0.84;0.02;9034
0.00;0.90;0.85;0.00;9077
0.00;0.91;0.87;-0.03;9120
0.00;0.93;0.84;0.01;9164
0.00;0.91;0.87;-0.00;9207
0.00;0.93;0.85;0.04;9251
0.00;0.93;0.84;0.03;9294
0.00;0.88;0.87;-0.06;9338
0.00;0.89;0.82;0.04;9381
0.00;0.89;0.84;0.03;9425
0.00;0.92;0.87;-0.00;9470
0.00;0.91;0.84;0.02;9514
0.00;0.89;0.84;0.03;9557
0.00;0.90;0.85;0.00;9601
0.00;0.90;0.85;0.01;9644
0.00;0.91;0.85;0.00;9688
0.00;0.92;0.85;0.01;9731
0.00;0.93;0.84;0.04;9775
0.00;0.91;0.84;0.03;9818
0.00;0.89;0.90;-0.05;9862
0.00;0.89;0.84;0.04;9905
0.00;0.87;0.90;-0.03;9949
0.00;0.92;0.87;0.02;9992
0.00;0.92;0.87;-0.01;10036
0.00;0.90;0.88;-0.03;10079
0.00;0.91;0.85;0.01;10123
0.00;0.90;0.85;-0.00;10166
0.00;0.91;0.85;-0.03;10210
0.00;0.90;0.87;-0.03;10254
0.00;0.92;0.84;0.00;10298
0.00;0.93;0.85;0.00;10339
0.00;0.90;0.87;-0.01;10382
0.00;0.92;0.84;-0.00;10427
0.00;0.91;0.84;-0.03;10471
0.00;0.89;0.84;0.00;10514
0.00;0.90;0.85;-0.00;10558
0.00;0.93;0.85;-0.03;10601
0.00;0.93;0.84;-0.01;10645
0.00;0.90;0.85;0.00;10689
0.00;0.90;0.87;-0.00;10732
0.00;0.91;0.87;-0.01;10776
0.00;0.91;0.87;-0.01;10820
0.00;0.91;0.85;-0.00;10863
0.00;0.91;0.84;0.01;10907
0.00;0.89;0.85;-0.00;10951
0.00;0.88;0.84;-0.00;10994
0.00;0.92;0.85;0.00;11038
0.00;0.89;0.87;-0.03;11082
0.00;0.91;0.90;-0.01;11128
0.00;0.93;0.87;-0.00;11171
0.00;0.84;0.93;-0.05;11215
0.00;0.89;0.88;-0.01;11259
0.00;0.90;0.85;-0.03;11302
0.00;0.91;0.90;-0.07;11346
0.00;0.95;0.79;0.05;11390
0.00;0.94;0.85;-0.04;11434
0.00;0.93;0.88;-0.08;11477
0.00;0.88;0.84;-0.04;11521
0.00;0.93;0.87;-0.04;11565
0.00;0.88;0.79;-0.00;11608
0.00;0.91;0.80;-0.01;11652
0.00;0.93;0.75;-0.00;11696
0.00;0.87;0.75;-0.04;11740
0.00;0.93;0.79;0.05;11783
0.00;0.86;0.77;0.00;11827
0.00;0.96;0.75;0.05;11871
0.00;0.89;0.75;0.06;11917
0.00;0.88;0.72;-0.00;11962
0.00;0.92;0.72;-0.00;12006
0.00;0.91;0.77;0.01;12049
0.00;0.93;0.75;0.02;12093
0.00;0.90;0.72;0.02;12137
0.00;0.93;0.74;0.00;12180
0.00;0.88;0.74;0.01;12224
0.00;0.90;0.77;0.03;12268
0.00;0.86;0.70;0.02;12312
0.00;0.88;0.74;0.03;12355
0.00;0.88;0.75;-0.03;12399
0.00;0.92;0.69;0.01;12443
0.00;0.93;0.69;0.02;12487
0.00;0.88;0.75;-0.04;12530
0.00;0.93;0.69;0.00;12575
0.00;0.90;0.70;-0.03;12618
0.00;0.92;0.75;-0.01;12662
0.00;0.90;0.72;-0.01;12706
0.00;0.91;0.72;-0.00;12752
